event_url,page_url,speaker_or_title,description
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6053020,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6053020,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6002286,Мнение Программного комитета о докладе,"Развитие надежности сервисов стоит денег, а используя «Классы критичности» можно повысить эффективность выделения средств в этом направлении. На практических примерах разберем уровни критичности нескольких сервисов. И рассмотрим подходы к регулярному менеджменту классов критичности в инфраструктуре."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6002286,Целевая аудитория,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6002286,Тезисы,"Во времена цифровой трансформации и продуктового развития компаний СТО обнаружили себя в ситуации, когда им нужно управлять огромными экосистемами сервисов, и ошибки в этом управлении могут приводить к значительным последствиям, вплоть до остановки бизнеса.

В докладе расскажу о том, как работать с классами критичности в масштабах:
* как правильно определять влияние сервиса на доступность бизнеса;
* какие метрики и подходы помогут расставить приоритеты в инвестициях и управлении рисками;
* как совместная работа СТО и архитекторов может улучшить устойчивость и гибкость IT-инфраструктуры.

В процессе я расскажу о реальных примерах того, как неверное управление классами критичности привело к потерям бизнеса, какие инструменты и паттерны рекомендую использовать и как это позволило нам снизить риски и затраты."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6002286,Другие доклады секции,Технологии и процессы
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6002286,Быть в курсе обновлений программы,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6002286,"Иметь ранний доступ к расшифровкам, видео и другим полезным материалам.",
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6002286,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6002286,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6028275,Мнение Программного комитета о докладе,"Анна Афонина собрала много кейсов, подтверждающих, что СТО тоже не всегда легко найти работу. В докладе она подробно разберёт, почему так происходит: от узкой экспертизы и слабого бренда до сложностей с продажей себя и выстраиванием отношений с C-Level. И главное – предложит лайфхаки для решения."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6028275,Целевая аудитория,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6028275,Тезисы,"Этот доклад должен был быть про развитие СТО. Но чем больше мы развиваемся, тем больше находим карьерных тупиков. Находясь на вершине развития, вы можете не найти себе новую работу. На позициях C-Level самое важное - это ваша репутация, и референсы с предыдущих мест работы точно будут собирать, если вообще будут рассматривать.
Мы обсудим подножки в карьере, которые вам ставят коллеги и вы сами, чтобы не попасть в ловушку невостребованности."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6028275,Другие доклады секции,Управление людьми
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6028275,Быть в курсе обновлений программы,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6028275,"Иметь ранний доступ к расшифровкам, видео и другим полезным материалам.",
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6028275,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6028275,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6011023,Мнение Программного комитета о докладе,"Слушатели узнают современные подходы к построению работающей системы грейдов, матрицы компетенций и процессов оценки сотрудников. Доклад поможет разобраться в ключевых подходах к грейдированию — от Skill-Based до Performance Review, а также покажет, как их можно сочетать."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6011023,Целевая аудитория,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6011023,Тезисы,"В докладе мы рассмотрим основные способы построения системы грейдов в компании. Рассмотрим, в чем различия между SkillBased- и PerfomanceReview-подходами, можно ли их сочетать. Разберем, как сформировать у себя матрицу компетенций и как ее использовать для грейдирования.

Также поделюсь опытом, как сделали прозрачную систему грейдов и зарплат, построили пирамиду менторства, систему аттестации новых сотрудников, решали вопросы мотивации, попыток хакнуть систему и другие типовые проблемы, которые стоят перед компаниями, строящими свою систему грейдов."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6011023,Другие доклады секции,Управление людьми
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6011023,Быть в курсе обновлений программы,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6011023,"Иметь ранний доступ к расшифровкам, видео и другим полезным материалам.",
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6011023,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6011023,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6019684,Мнение Программного комитета о докладе,"СТО управляют сотнями, а иногда и тысячами сотрудников, каждый из которых сильнее их в своей сфере. Как руководителю балансировать между авторитетом и доверием? Как делегировать и не потерять контроль? 
В своем докладе Павел разберет эти аспекты и ответит на главный вопрос: «А зачем СТО нужен?»."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6019684,Целевая аудитория,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6019684,Тезисы,"Вы трудились днями и ночами, не покладая рук, прогрызая путь по карьерной лестнице. И вот свершилось — вы стали CTO!

У вас большой штат, вы руководите другими руководителями. Каждый из них лучше и сильнее вас в своей компетенции. Но возникает вопрос: «А зачем же нужны вы в этой системе?»

В этом докладе расскажу, как найти баланс между авторитетом и доверием, как не задушить инициативу и при этом не потерять себя, когда кажется, что без и вас все работает само. Поделюсь личными инсайтами и решениями, которые нашел при работе с командой мобильного приложения Wildberries."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6019684,Другие доклады секции,Управление людьми
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6019684,Быть в курсе обновлений программы,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6019684,"Иметь ранний доступ к расшифровкам, видео и другим полезным материалам.",
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6019684,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6019684,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6031046,Мнение Программного комитета о докладе,"Однажды Андрей Тимонич решил вместо обзора дашбордов и другой рутины CTO сам пойти на дежурство в команду надежности. Теперь в Т-Банке развита система стажировок для топ-менеджеров, а Андрей сделал живой доклад о том, что увидел СТО в SRE-процессах изнутри и почему это изменило подход к управлению."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6031046,Целевая аудитория,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6031046,Тезисы,"Вы СТО? Ок, а теперь представьте себя в роли стажера.

Скорее всего, вам не понравится эта необычная мысль — большинство СТО скажут: «Зачем? Я же СТО!».
А я считаю эту идею крайне удачной и полезной и в этом докладе я расскажу:
* как я, будучи СТО, прошел стажировку в команде обеспечения надежности;
* как это помогло команде увидеть новые проблемы и исправить их;
* как это помогло мне вырасти как СТО;
* какую огромную ценность я вижу в такого рода стажировках для СТО и их команд."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6031046,Другие доклады секции,Технологии и процессы
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6031046,Быть в курсе обновлений программы,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6031046,"Иметь ранний доступ к расшифровкам, видео и другим полезным материалам.",
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6031046,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6031046,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6021899,Мнение Программного комитета о докладе,"Как сделать так, чтобы тимлиды дополняли друг друга и действовали согласованно? Как транслировать им свое видение, сохраняя и развивая их сильные стороны? 
В своем докладе Андрей поделится опытом создания такой гармоничной команды тимлидов, расскажет про реальные ситуации, сложности и решения."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6021899,Целевая аудитория,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6021899,Тезисы,"Тимлид — это не просто сильный разработчик, а руководитель, который влияет на команду, культуру и процессы. Но что делать, если в компании несколько тимлидов, и каждый работает по-своему? Как выстроить систему, в которой они дополняют друг друга, работают с вами в унисон и не вызывают диссонанс из-за разницы в стилях? В этом докладе мы разберем, как создать гармоничную команду тимлидов, сохранив баланс между едиными принципами и свободой маневра.

Мы обсудим, как выстроить процесс их обучения, найма и увольнения, чтобы они действовали в рамках ваших ценностей, но при этом оставались самостоятельными. Как на этапе собеседования выявить, что вы сходитесь во взглядах и сработаетесь. Как передавать им свое видение управления, не превращая их в копии себя, а помогая развить сильные стороны. И главное — как создать среду, где тимлиды развиваются, а не выгорают, растут как лидеры и становятся вашими надежными протеже."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6021899,Другие доклады секции,Управление людьми
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6021899,Быть в курсе обновлений программы,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6021899,"Иметь ранний доступ к расшифровкам, видео и другим полезным материалам.",
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6021899,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6021899,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6018763,Мнение Программного комитета о докладе,"Доклад для CTO и технических лидеров, которые хотят понять, внедрение Kubernetes действительно необходимо или это лишняя трата бюджета. Александр поделится практическим опытом выбора инфраструктуры и расскажет, как альтернативы или полный отказ от кубов могут быть более эффективными решениями."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6018763,Целевая аудитория,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6018763,Тезисы,"На конференциях мы постоянно слышим про использование Kubernetes. Создается впечатление, что сейчас кубы — это такой же гигиенический стандарт как git или Jira. Как технический директор компании, занимающейся outstaff, я постоянно консультирую наших клиентов и вижу совсем другую картину: мало у кого на самом деле есть кубы. Более того, несмотря на то, что я помогаю организовывать DevOpsConf и продвигаю Kubernetes в России, я не считаю, что кубы нужны любой компании.

В этом докладе через призму своего опыта я расскажу, какие ключевые признаки важны для CTO при выборе инфраструктурного решения. В каких случаях кубы действительно необходимы, а в каких это будет слив бюджета в никуда и Docker Swarm / Nomad будет более чем достаточно."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6018763,Другие доклады секции,Технологии и процессы
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6018763,Быть в курсе обновлений программы,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6018763,"Иметь ранний доступ к расшифровкам, видео и другим полезным материалам.",
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6018763,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6018763,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6125456,Целевая аудитория,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6125456,Тезисы,"Круглый стол про роль Internal Developer Platform (IDP) в повышении эффективности команд разработки.

Что такое IDP? Кому нужна такая платформа? Какие компоненты должна содержать IDP?

Рассмотрим основные функции и преимущества IDP, включая автоматизацию рутинных задач, ускорение разработки, снижение затрат, поддержку DevOps-практик, прозрачность и мониторинг, концепцию самообслуживания. Разберем примеры успешного использования IDP, а также подходы к созданию такой платформы в компаниях разного уровня."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6125456,Другие доклады секции,Технологии и процессы
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6125456,Быть в курсе обновлений программы,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6125456,"Иметь ранний доступ к расшифровкам, видео и другим полезным материалам.",
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6125456,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6125456,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6043241,Мнение Программного комитета о докладе,"Успех реализации технической стратегии и любых инициатив во многом зависит от того, как эта информация будет получена и интерпретирована в разных слоях организации. Саша Швец расскажет, почему важно об этом думать, поделится своим опытом и на реальных кейсах покажет, как с этим работать системно."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6043241,Целевая аудитория,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6043241,Тезисы,"Одна из главных задач CTO — синхронизировать движение разработки в выбранную сторону. Для этого каждый член команды должен знать, куда именно ему нужно двигаться. При этом для руководителей отделов, руководителей групп и для конкретных разработчиков сообщение должно выглядеть совершенно по-разному.

* На что нужно обращать внимание при передаче сигнала на каждом уровне?
* Как убедиться, что на следующий уровень доходит та информация, которая нужна, без испорченного телефона?
* Всегда ли стоит CTO доводить информацию до всех разработчиков напрямую?
* Как собирать обратную связь на всех уровнях и убедиться, что сообщение дошло правильно?
* Как реагировать на обратную связь и корректировать свой сигнал?

В своем докладе попробую ответить на эти вопросы на примере внедрения инициатив в Яндекс Еде."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6043241,Другие доклады секции,Управление людьми
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6043241,Быть в курсе обновлений программы,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6043241,"Иметь ранний доступ к расшифровкам, видео и другим полезным материалам.",
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6043241,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6043241,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6044061,Мнение Программного комитета о докладе,"От технических директоров часто ждут стратегического видения и «стратегии», которая определит технический вектор развития компании. Но как сделать стратегию рабочей? Ответ на этот вопрос вы услышите в этом докладе, где все строится на концепции «стратегии как продукта»."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6044061,Целевая аудитория,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6044061,Тезисы,"Что такое стратегия? Это не только цели в формате OKR, но и реализация конкретных инициатив для достижения этих целей.

Как известно, в продуктовом подходе при реализации цифровых решений важно фокусироваться на эффекте, продуктовых метриках, развивать продукт итеративно, своевременно получая фидбэк от клиентов.

Так и при реализации стратегических инициатив важны ритмичность работы, понятный такт изменений с прозрачной авторизацией результатов и понимание достижения эффектов на промежуточных шагах. Также важен фидбэк от производственных команд и технических лидеров и их участие в инициативах, направленных на изменения.

В докладе расскажу про Единую Производственную Модель, которую мы запустили в ИТ B2C Сбера. ЕПМ — фреймворк операционализации технической стратегии, в основе которого лежит концепция «стратегия как продукт»."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6044061,Другие доклады секции,Технологии и процессы
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6044061,Быть в курсе обновлений программы,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6044061,"Иметь ранний доступ к расшифровкам, видео и другим полезным материалам.",
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6044061,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts/id6044061,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts,Доклады,
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts,Мастер-класс,Aletheia Digital
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts,Искусство переговоров и создание коалиций,Aletheia Digital
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts,Управление людьми,HiPoHeads
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts,Подножка в карьере СТО,HiPoHeads
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts,Как построить систему грейдирования и матрицу компетенций,Вебпрактик
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts,Как держать удар. Интервью с главой разработки Cloud.ru,Cloud.ru
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts,Как управлять командой 1000+ сотрудников,Wildberries & Russ
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts,Управление тимлидами как тонкая настройка сложного инструмента,MAGNIT TECH
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts,Круглый стол «Review»,AliExpress Россия
https://ctoconf.ru/,https://ctoconf.ru/2025/abstracts,"Dopamine-Driven Development: как бихевиоризм, когнитивистика и геймификация заменят KPI",МТС Web Services (MWS)
